patientID	Week	Lactobacillus_crispatus	Lactobacillus_iners	Lactobacillus_gasseri	Lactobacillus_jensenii	Atopobium_vaginae	Megasphaera_sp._type_1	Streptococcus_anginosus	Prevotella_genogroup_3	Clostridiales	Enterococcus_faecalis	Corynebacterium_accolens	Total	Shannon	ISDI
AYAC01	5.5	0.473937053038	0.0203770967412	0.0013175590135	0.000646451492835	0.0308924464701	0.143514342339	2.31738969225e-05	0.000714685078727	0.0043401885313	3.16455696203e-05	0.010204973917	3998.625	-0.554999117935	45.2661135676
AYAC02	5.5	0.654147342199	0.266044864647	0.00178941224823	0.0356611547553	4.38578596148e-05	0.0	2.87158281645e-05	0.0	0.0	0.000435636908171	0.000650883018215	5342.125	-0.491357684315	13.8782091952
AYAC03	5.5	0.294088919636	0.277357127081	0.000802535949855	5.12456041319e-05	0.0861460136593	0.0963505093111	0.000296677764389	0.0262627085348	0.00267717972383	2.50701965503e-05	0.00633133990876	4188.375	-0.944734524367	10.5966720468
AYAC04	5.5	0.866202686794	0.0889238316711	0.0042812879048	0.0207729332452	0.0	4.7947832758e-05	2.41312741313e-05	0.0	0.00010225048029	4.91062659595e-05	0.000259738655168	4575.5	-0.323322459085	119.65479258
AYAC05	5.5	0.000865687332236	0.68119306483	0.00102936537325	0.152227786882	0.000389603724669	0.0	0.00811388107599	0.0	0.000303391740663	0.000335506134969	0.00341332644092	3783.5	-0.6217972012	2.05222421151
AYAC06	4.6	inf	inf	inf	0.000459507788034	0.0	0.0	inf	0.0	0.000110126509765	2.60701809271e-05	0.00045736812503	2990.9	inf	0.0
AYAC07	5.5	0.494726900007	0.43277976767	0.000859002880103	0.00634643841332	0.0	0.0	0.00103711365712	0.0	0.0	1.96139965479e-05	0.000480874836068	6238.25	-0.411653644536	5.33786981948
AYAC08	5.5	0.18588074366	0.799437049928	0.000350170197264	5.31538465192e-05	0.0	2.05896886839e-05	6.86157250412e-05	0.0	9.80257281571e-05	2.74363476734e-05	0.00152293584111	4954.75	-0.194213910458	1.5646953236
AYAC09	5.5	0.998275612927	0.000373910786464	0.0	6.1113845613e-05	0.0	2.18837535014e-05	2.21004243281e-05	0.0	0.0	1.54971485247e-05	7.72163453242e-05	7102.125	-0.00491819286231	6635082.28691
AYAC10	5.5	0.657774133657	0.299437218673	0.000344645323067	0.0244588425197	0.000626933987682	0.0	4.84483743433e-05	0.0	3.22713328006e-05	0.0	0.00164852253738	7634.625	-0.470587377981	11.0785996377
EM01	5.5	4.94046825298e-05	0.434315464231	0.00017772235385	5.48420392764e-05	0.310732387538	1.28865979381e-05	0.00479332295263	0.0378750845448	0.00420261849155	1.86846038864e-05	0.00751048673855	6815.125	-0.937140377947	3.48777014894
EM02	5.5	0.0108418353886	0.496666548676	0.000916661034522	0.0	0.0709973365839	0.0157897497922	0.000359405041377	0.0964240863327	0.00655121131543	7.50300120048e-05	0.00308832922305	4882.375	-0.887185293174	3.82674585378
EM03	5.5	0.861178035361	0.126263444893	0.0032878682365	0.000369134884303	4.05467468603e-05	0.0	2.73164335664e-05	0.0	0.0	0.0	2.68335345366e-05	6670.375	-0.283983392583	62.6825355997
EM04	5.5	0.00029975034917	3.38916792213e-05	0.000157902471847	0.908643164232	0.0	0.0	0.0706419820955	0.0	3.46308352957e-05	0.0	0.00285362506516	8234.5	-0.293067635784	1.20390422287
EM05	1.0	0.000447211779423	6.06060606061e-05	3.0303030303e-05	0.993498766732	0.0	0.0	0.0	0.0	0.0	0.0	0.00016694230643	7129.75	-0.00883592865048	1.01313033945
EM06	5.5	0.000152215414634	0.000844617100619	0.995377123493	1.62591050989e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000246383763276	7224.625	-0.0128156107845	1.00930947462
EM07	5.5	0.843077429073	0.107754878158	0.00777958086056	0.0189437841705	0.000172556480705	0.0	3.51290970509e-05	0.0	7.65904080185e-05	0.0	0.000137955308096	7604.875	-0.356790187665	83.1216604818
EM08	5.5	0.992460330726	0.000800268991089	1.92722787542e-05	0.000171990953382	0.0	0.0	0.0	2.02363606929e-05	0.000184974121169	1.80167195157e-05	0.00139914018466	5938.0	-0.0186068800826	375526.832058
EM09	5.5	0.696285753279	0.278972856788	0.00766786781545	0.00411890044222	0.0	0.0	0.000232033889252	0.0	0.000250626071398	0.000184788317116	0.000901420624578	5560.125	-0.428046561873	12.8365453824
EM10	5.5	0.000616823708231	0.907318250355	0.000118603018826	0.000413728544206	0.0	0.0	4.72804855958e-05	0.0	1.60565189467e-05	4.90251199536e-05	0.00223776976801	7018.375	-0.107332916562	1.21472498591
EM11	5.5	0.993081284204	0.000801598270059	0.0	0.000712940660426	0.0	0.0	0.0	0.0	1.37619729164e-05	1.50856867005e-05	0.00385148123612	7869.875	-0.0326136180955	62557.9879162
EM12	5.5	0.000425006618708	0.525502904541	0.0	0.471088312962	4.47274389836e-05	0.0	0.0	0.0	0.000138916826466	3.83376306188e-05	0.000151542449321	5922.25	-0.696105452638	2.00771949263
EM13	5.5	0.000271352833097	0.0673636307648	0.0	4.57393695009e-05	0.328822425482	0.0309980440823	0.0	0.00349373708199	0.0799864803563	0.0	7.89808806173e-05	5585.375	-0.878138182355	8.3310439239
EM14	5.5	0.868479188739	0.059030262735	0.0	0.0164936213553	0.0	0.0	0.0	0.0	0.0	0.0	0.000793853339216	5000.75	-0.240407955495	266.152696207
EM15	5.5	0.917489093062	0.0645157683661	0.0	0.0125048050687	0.000127587648263	4.48994252874e-05	0.0	0.0	3.55971939252e-05	0.0	9.75711369559e-05	6012.375	-0.234478569944	231.552040559
